"BehaviorSpace results (NetLogo 6.0.2)"
"Model_V13.nlogo"
"Stochastic_Uncertainties"
"05/21/2019 13:38:54:245 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-15","15","-9","9"
"[run number]","everyone_is_owner","medium_socialnetwork_group","technology_heat","subsidies","large_size_community","stop_and_report","number_households","radius_socialnetwork","feasibility_constraint","initial_size_of_community","energylabels_higher","community_model","companies_utility_sector","weighting_capabilities","report_time","renovations_cheaper","large_socialnetwork_group","technologies_more_sustainable","range_inclusiveness","medium_size_community","Type_of_visualization","[step]","covariance_cap_sec_aff","covariance_cap_sec_sus","covariance_cap_sec_aut","covariance_cap_sec_com","covariance_cap_sec_inc","covariance_cap_aff_sus","covariance_cap_aff_aut","covariance_cap_aff_com","covariance_cap_aff_inc","covariance_cap_sus_aut","covariance_cap_sus_com","covariance_cap_sus_inc","covariance_cap_aut_com","covariance_cap_aut_inc","covariance_cap_com_inc"
"9","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.002112499659396926","0.0022513984188233067","-6.542270090159714E-4","0.001007653976213951","0.0013422585235566616","0.002112499659396926","-6.089207786029486E-4","0.0010186839542874466","0.0013719413150669868","-6.542270090159714E-4","0.001007653976213951","0.0013422585235566616","-2.515780348010714E-4","-3.651531657177834E-4","7.430329297812745E-4"
"11","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.002456497065808949","0.002554693065210609","-6.032227443877045E-4","0.0011936632817674208","0.0015603968456542653","0.002456497065808949","-5.912802281736006E-4","0.0012232526507258863","0.0016271227911544394","-6.032227443877045E-4","0.0011936632817674208","0.0015603968456542653","-2.5795968483241386E-4","-3.667235543278036E-4","8.627005456877982E-4"
"10","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.002759090486970578","0.0028207421420790198","-5.093475380100761E-4","0.0014606465841545345","0.0018830049363809096","0.002759090486970578","-5.139382184061389E-4","0.0015168864042938604","0.0019899181496106306","-5.093475380100761E-4","0.0014606465841545345","0.0018830049363809096","-2.4219018051135801E-4","-3.4657987266739317E-4","0.0011305530114592763"
"13","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.604309893726245E-4","1.6737651123489538E-4","7.302529471200828E-5","1.276886092885372E-4","1.2917336055933386E-4","1.604309893726245E-4","7.704394734008072E-5","1.8131760275507552E-4","2.1193573195735303E-4","7.302529471200828E-5","1.276886092885372E-4","1.2917336055933386E-4","6.351621353948725E-5","6.803163687988786E-5","1.9613731113213198E-4"
"14","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","2.049290405670722E-4","2.0739806515222056E-4","1.4100132293006602E-4","1.9098238818071264E-4","1.8517684388591097E-4","2.049290405670722E-4","1.526383622285239E-4","2.91934352862537E-4","3.32083806702065E-4","1.4100132293006602E-4","1.9098238818071264E-4","1.8517684388591097E-4","1.475520232933623E-4","1.5147799481839307E-4","3.688522539024759E-4"
"15","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.754898149955418E-4","1.6977880542584748E-4","1.0595118338012466E-4","1.5357166093619363E-4","1.55748740046745E-4","1.754898149955418E-4","1.1991451836504234E-4","2.5047253460387534E-4","2.917452834123197E-4","1.0595118338012466E-4","1.5357166093619363E-4","1.55748740046745E-4","1.077028562277035E-4","1.1410897407024737E-4","2.90077023557497E-4"
"16","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.2483588493678315E-4","1.3277680184576243E-4","6.409454362248989E-5","1.0359893698482032E-4","1.0019568688097048E-4","1.2483588493678315E-4","6.757564585289908E-5","1.4285865223510823E-4","1.5835122542027705E-4","6.409454362248989E-5","1.0359893698482032E-4","1.0019568688097048E-4","6.0657928321545095E-5","6.33938744834629E-5","1.7156384347051388E-4"
"13","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","0.0024645369661359736","0.0027860398347088144","-3.49817408959041E-4","0.0012324227971045685","0.0014281638965211783","0.0024645369661359736","-2.9992346394523716E-4","0.0011322424026055922","0.0013243314031566736","-3.49817408959041E-4","0.0012324227971045685","0.0014281638965211783","-1.286061522087576E-4","-1.5461432334553822E-4","7.064746833225739E-4"
"16","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","9.146512697403897E-5","9.031958854038922E-5","4.4431320800251356E-5","7.952594727965192E-5","8.091060295915874E-5","9.146512697403897E-5","5.2833789602403224E-5","1.4308386731550832E-4","1.7012357912917842E-4","4.4431320800251356E-5","7.952594727965192E-5","8.091060295915874E-5","5.031749765470445E-5","5.55919792290527E-5","1.9631247841688825E-4"
"14","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","0.0026217370922564306","0.002855310154530911","-2.3769366411606051E-4","0.0014605781855004851","0.0017093657776509896","0.0026217370922564306","-2.0162217881054066E-4","0.0014140726616140578","0.0016719300265086434","-2.3769366411606051E-4","0.0014605781855004851","0.0017093657776509896","-6.43948303964381E-5","-9.262178714014222E-5","0.0010241113596818278"
"15","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","0.0025092407693791834","0.0027760844940251258","-2.641522654136188E-4","0.0013203108969065463","0.0015122441932045108","0.0025092407693791834","-2.2081643525134772E-4","0.001261123817690329","0.0014597607381716083","-2.641522654136188E-4","0.0013203108969065463","0.0015122441932045108","-8.131932662365541E-5","-1.0099645161135959E-4","8.375498601164117E-4"
"13","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","0.0031684692214397838","0.003293034848280108","-7.054703908901444E-4","0.0016280247636492854","0.002140133827805555","0.0031684692214397838","-7.109656388519358E-4","0.001621044764416673","0.0021657950008925034","-7.054703908901444E-4","0.0016280247636492854","0.002140133827805555","-3.5554621330045465E-4","-5.09549953539077E-4","0.001154922951418605"
"16","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","7.230738688781186E-5","6.855046569473833E-5","3.408922187355471E-5","6.435145564013621E-5","6.703401748669937E-5","7.230738688781186E-5","4.3127853767014404E-5","1.288430451080778E-4","1.5664292732893133E-4","3.408922187355471E-5","6.435145564013621E-5","6.703401748669937E-5","4.2183618689182086E-5","4.769221272982471E-5","1.841058210591117E-4"
"14","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","0.0034530977083114325","0.003364152765891427","-5.934067034019568E-4","0.001915794583827555","0.002492450290026976","0.0034530977083114325","-6.560320661789711E-4","0.002058132182901334","0.002725853189796253","-5.934067034019568E-4","0.001915794583827555","0.002492450290026976","-3.268354611988931E-4","-4.80445492111786E-4","0.0015802291188084616"
"13","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.0032388108421319895","0.0032762971971566192","-8.007002242699198E-4","0.0016777305660238867","0.0022822462117989347","0.0032388108421319895","-8.279847995578311E-4","0.0017084960581799948","0.0023579941065940027","-8.007002242699198E-4","0.0016777305660238867","0.0022822462117989347","-4.2261915685044247E-4","-6.175542087138965E-4","0.0012573073952291105"
"15","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","0.0032793751365887552","0.003280367751202397","-5.935084672530912E-4","0.001728783488231261","0.0022528314540386073","0.0032793751365887552","-6.267151796634393E-4","0.0018071291416636107","0.0023993713996866865","-5.935084672530912E-4","0.001728783488231261","0.0022528314540386073","-3.0468263858661747E-4","-4.448581728885758E-4","0.001317618325500854"
"16","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","5.9823798394133635E-5","5.527278551016207E-5","2.767976751130573E-5","5.399156194165418E-5","5.70144487986023E-5","5.9823798394133635E-5","3.637028918172463E-5","1.145571798845674E-4","1.4080780478690423E-4","2.767976751130573E-5","5.399156194165418E-5","5.70144487986023E-5","3.611782585702766E-5","4.135282528147854E-5","1.669494367120603E-4"
"14","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.0035554354408460034","0.003343412959376205","-6.961314722228458E-4","0.001970161504236546","0.002639520742308906","0.0035554354408460034","-7.940605500477378E-4","0.0021785471792228218","0.002965698909124878","-6.961314722228458E-4","0.001970161504236546","0.002639520742308906","-4.1002268277327825E-4","-6.035452746263187E-4","0.0016973276145385511"
"17","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.003368803874366674","0.0032633898706598114","-6.856837168386718E-4","0.0017769202922123962","0.0023988775947696725","0.003368803874366674","-7.472936654507129E-4","0.0019050559951420201","0.0026152575709802784","-6.856837168386718E-4","0.0017769202922123962","0.0023988775947696725","-3.737157874660264E-4","-5.527456498735551E-4","0.0014218044899545741"
"18","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.0568426180335151E-4","1.0061275184467763E-4","6.245408809857811E-5","9.266349363642277E-5","9.737632772631195E-5","1.0568426180335151E-4","7.082319170363163E-5","1.487920964521075E-4","1.7673544902047637E-4","6.245408809857811E-5","9.266349363642277E-5","9.737632772631195E-5","6.397776543265691E-5","6.978887059364217E-5","1.8177359378206126E-4"
"19","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","8.312382769989518E-5","8.034339460851767E-5","4.7378579877114214E-5","7.213555612276362E-5","7.487150228468158E-5","8.312382769989518E-5","5.5363983715554536E-5","1.078474387484477E-4","1.2632063620757688E-4","4.7378579877114214E-5","7.213555612276362E-5","7.487150228468158E-5","5.0448178009995676E-5","5.57866095454442E-5","1.2812235685079234E-4"
"20","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","7.60226015845106E-5","6.801495428133825E-5","4.2913204332359634E-5","6.817343896754748E-5","7.395395936452669E-5","7.60226015845106E-5","5.478009276637066E-5","1.3708925357048968E-4","1.7134696968938286E-4","4.2913204332359634E-5","6.817343896754748E-5","7.395395936452669E-5","5.1346257898518594E-5","5.880615988269274E-5","1.8269947800149083E-4"
"19","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.0229769429805401E-4","1.0650170913222075E-4","6.492867354990586E-5","9.148737043876885E-5","8.227857604011822E-5","1.0229769429805401E-4","6.788705435913244E-5","1.3936086740615005E-4","1.5052152583494972E-4","6.492867354990586E-5","9.148737043876885E-5","8.227857604011822E-5","6.270988794298266E-5","5.9790433197032874E-5","1.6046991543590725E-4"
"18","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","6.037988501240747E-5","5.450204945723158E-5","3.274238008408995E-5","5.369294342763989E-5","5.772179097704964E-5","6.037988501240747E-5","4.301886078982734E-5","1.0149136870155408E-4","1.2545314108306795E-4","3.274238008408995E-5","5.369294342763989E-5","5.772179097704964E-5","4.0527592739951136E-5","4.68002497941031E-5","1.3195935451689678E-4"
"20","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.5745036509867417E-4","1.7761962674353983E-4","1.0041256066209726E-4","1.278470939747458E-4","1.0995500703171568E-4","1.5745036509867417E-4","8.969677152792213E-5","1.91232627158939E-4","2.1483850410475527E-4","1.0041256066209726E-4","1.278470939747458E-4","1.0995500703171568E-4","7.308646424001526E-5","6.338275275109961E-5","2.1790810223763627E-4"
"17","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","5.9521843360407234E-5","5.143411958420262E-5","3.2759618769257955E-5","5.400907867013014E-5","5.953185291953846E-5","5.9521843360407234E-5","4.448915380855431E-5","1.1986947534895516E-4","1.5259572892111617E-4","3.2759618769257955E-5","5.400907867013014E-5","5.953185291953846E-5","4.242217984842414E-5","4.963073068113709E-5","1.647072954671706E-4"
"19","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","7.407907885363814E-5","7.201460728328848E-5","4.463707284901429E-5","6.823599871210317E-5","6.401113062975116E-5","7.407907885363814E-5","5.309885755711186E-5","1.3494275922394837E-4","1.5349102837654467E-4","4.463707284901429E-5","6.823599871210317E-5","6.401113062975116E-5","5.1465816521440714E-5","5.2071950935360474E-5","1.7244802119357287E-4"
"18","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","4.75187137049203E-5","4.129944096612261E-5","2.5077282137773902E-5","4.279086527633879E-5","4.680469848705509E-5","4.75187137049203E-5","3.5013437833127526E-5","8.943541081733001E-5","1.1264757843740767E-4","2.5077282137773902E-5","4.279086527633879E-5","4.680469848705509E-5","3.349865788494401E-5","3.942431688929233E-5","1.1991451836503844E-4"
"17","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","4.895341718007206E-5","4.137284439973485E-5","2.6514209959400117E-5","4.474272930648786E-5","4.9794220146907266E-5","4.895341718007206E-5","3.740683463819091E-5","1.0499026570374417E-4","1.3492218401906826E-4","2.6514209959400117E-5","4.474272930648786E-5","4.9794220146907266E-5","3.602440330515822E-5","4.2651843621772566E-5","1.4652993608896451E-4"
"20","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","1.1172336247783625E-4","1.1966427938681427E-4","6.78314456973064E-5","9.286368481900223E-5","8.423044007026752E-5","1.1172336247783625E-4","6.460243606718563E-5","1.687027778194853E-4","2.0223202046843654E-4","6.78314456973064E-5","9.286368481900223E-5","8.423044007026752E-5","5.415171488771688E-5","5.002555218010912E-5","2.1192739065807817E-4"
"19","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","5.820558633494934E-5","5.4467016000279964E-5","3.408588535384564E-5","5.443698732289315E-5","5.212978394366593E-5","5.820558633494934E-5","4.335251276079554E-5","1.2012305084689131E-4","1.3903277630136657E-4","3.408588535384564E-5","5.443698732289315E-5","5.212978394366593E-5","4.2946013442835744E-5","4.454921116332482E-5","1.5879665080151525E-4"
"18","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","3.920633093493077E-5","3.3265101505270824E-5","2.033942415006264E-5","3.557730966406242E-5","3.931754825858692E-5","3.920633093493077E-5","2.9477039461572918E-5","7.865066694248517E-5","1.000155148166499E-4","2.033942415006264E-5","3.557730966406242E-5","3.931754825858692E-5","2.8453840083945405E-5","3.384565593474925E-5","1.071022826799592E-4"
"21","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","8.683292544380136E-5","9.031124724111519E-5","5.1273966638138615E-5","7.308229359037894E-5","6.809002597480632E-5","8.683292544380136E-5","5.061389182224678E-5","1.450735452357011E-4","1.7822687333069793E-4","5.1273966638138615E-5","7.308229359037894E-5","6.809002597480632E-5","4.3056118593256366E-5","4.101583679080204E-5","1.8894043811840293E-4"
"19","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","4.7975816905143845E-5","4.381684508705789E-5","2.7593017998855165E-5","4.528825027901627E-5","4.39019263396541E-5","4.7975816905143845E-5","3.656380732488291E-5","1.0618696410627576E-4","1.2398062371787088E-4","2.7593017998855165E-5","4.528825027901627E-5","4.39019263396541E-5","3.6675024648538355E-5","3.8570167843622645E-5","1.4274965925792452E-4"
"22","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","7.108788893393389E-5","7.25492845667612E-5","4.123271057192883E-5","6.029758419290437E-5","5.7094525271634754E-5","7.108788893393389E-5","4.164421466945433E-5","1.259502825198069E-4","1.5674302292022194E-4","4.123271057192883E-5","6.029758419290437E-5","5.7094525271634754E-5","3.574747216925461E-5","3.467756151569176E-5","1.671496278946393E-4"
"24","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.5290713742735417E-4","1.3144219396189974E-4","1.0620698322453742E-4","1.4608951548729008E-4","1.5593224863077505E-4","1.5290713742735417E-4","1.406936216679559E-4","2.589472946664044E-4","3.0788291707469206E-4","1.0620698322453742E-4","1.4608951548729008E-4","1.5593224863077505E-4","1.3839883755653725E-4","1.549257318517007E-4","3.2350895104825124E-4"
"22","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","1.0884283379516319E-4","8.849701464898942E-5","7.265827754394522E-5","1.0573430959900015E-4","1.1549362974974381E-4","1.0884283379516319E-4","1.0852586442275043E-4","2.3891705467610336E-4","2.9695025415938666E-4","7.265827754394522E-5","1.0573430959900015E-4","1.1549362974974381E-4","1.1006066348919284E-4","1.2789992220348835E-4","3.2644508839274833E-4"
"23","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.2747729637359187E-4","1.1993120096358655E-4","7.235799077007377E-5","1.1212374484299113E-4","1.1694501582344387E-4","1.2747729637359187E-4","8.197458202212586E-5","1.7979392542099808E-4","2.1218041006939214E-4","7.235799077007377E-5","1.1212374484299113E-4","1.1694501582344387E-4","7.369259865393504E-5","7.932019523088763E-5","2.1423793055701517E-4"
"22","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.7388272466872502E-4","1.6687603327844683E-4","9.95617481361366E-5","1.5177828159225346E-4","1.5259572892111926E-4","1.7388272466872502E-4","1.1880234512848885E-4","2.048289449757844E-4","2.2841813932305167E-4","9.95617481361366E-5","1.5177828159225346E-4","1.5259572892111926E-4","1.1023861120703942E-4","1.2031490073020207E-4","2.2951919082724037E-4"
"24","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","2","1.2602591029989342E-4","1.134249875297572E-4","7.266383841012964E-5","1.1225720563137795E-4","1.2193311278938021E-4","1.2602591029989342E-4","8.970047877204839E-5","1.7089653952858384E-4","2.0538503159406172E-4","7.266383841012964E-5","1.1225720563137795E-4","1.2193311278938021E-4","8.194492406915784E-5","9.330021281435492E-5","1.9888993989259737E-4"
"23","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","9.305831513539864E-5","8.129013207613245E-5","4.9589024184763535E-5","8.358398937652078E-5","9.046139062804914E-5","9.305831513539864E-5","6.280998353427915E-5","1.732515663569828E-4","2.169794375851172E-4","4.9589024184763535E-5","8.358398937652078E-5","9.046139062804914E-5","5.805822338111075E-5","6.551256449910239E-5","2.2547366067928191E-4"
"22","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","1.307721095868774E-4","1.1458859877849956E-4","7.236911250244024E-5","1.1807943252472725E-4","1.2502773482008596E-4","1.307721095868774E-4","1.0587147763151232E-4","2.1171329731004161E-4","2.559277443291665E-4","7.236911250244024E-5","1.1807943252472725E-4","1.2502773482008596E-4","1.038324933645013E-4","1.2204989097922528E-4","2.7092540042407165E-4"
"21","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","0.0019443551925422023","0.0021866982968735144","-1.2363974262097617E-4","0.0010559634450900608","0.0011876692241090238","0.0019443551925422023","-7.509727345179264E-5","0.0010371938534633855","0.001189993110086793","-1.2363974262097617E-4","0.0010559634450900608","0.0011876692241090238","4.938049169832416E-7","3.423269222055752E-6","7.5199815824112E-4"
"24","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","3","9.27774913931702E-5","7.722374867998911E-5","5.093197336790204E-5","8.433887696083088E-5","9.509081172519724E-5","9.27774913931702E-5","7.337006841534091E-5","1.657193731124337E-4","2.1215816660466263E-4","5.093197336790204E-5","8.433887696083088E-5","9.509081172519724E-5","6.93467817321134E-5","8.357981872688855E-5","2.1418788276137074E-4"
"23","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","0.0018509509915302343","0.0021218263441586714","-2.0882442732821294E-4","9.403980801665595E-4","0.0010511538519285915","0.0018509509915302343","-1.6551918192994923E-4","8.885252082405331E-4","0.0010125870206046733","-2.0882442732821294E-4","9.403980801665595E-4","0.0010511538519285915","-6.123347797150875E-5","-6.824851066106511E-5","5.878914363216874E-4"
"21","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.0028744906941684826","0.0028801989233050904","-4.559977000259025E-4","0.001543790987059309","0.0020041940052750373","0.0028744906941684826","-4.7658106083918277E-4","0.001645088837617701","0.0021814432783308028","-4.559977000259025E-4","0.001543790987059309","0.0020041940052750373","-2.2033486423987393E-4","-3.301019139946381E-4","0.0012531567647102986"
"22","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","1.047617141036349E-4","8.74435085506654E-5","5.6974410562087E-5","9.616183455199667E-5","1.0425456310776737E-4","1.047617141036349E-4","9.140506961926601E-5","1.926072732793125E-4","2.3858785139808133E-4","5.6974410562087E-5","9.616183455199667E-5","1.0425456310776737E-4","9.152740867528817E-5","1.1036539895600758E-4","2.562547232607139E-4"
"24","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","4","8.813967338808593E-4","9.201637563873484E-4","5.5336179384611115E-5","5.399131170267602E-4","6.324389792251599E-4","8.813967338808593E-4","7.116240454074995E-5","5.730689475115421E-4","6.874198192607297E-4","5.5336179384611115E-5","5.399131170267602E-4","6.324389792251599E-4","6.148371694966966E-5","7.383718117466817E-5","4.7083464708796963E-4"
"25","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.0026991843877569566","0.002796585739381109","-5.283879438198521E-4","0.0013960482260558834","0.0017953145253717287","0.0026991843877569566","-5.329623123417803E-4","0.001424420321406935","0.0018680506550422193","-5.283879438198521E-4","0.0013960482260558834","0.0017953145253717287","-2.606077693086617E-4","-3.6834732725319117E-4","0.0010292762921923766"
"22","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","8.737344163676254E-5","7.075590522282074E-5","4.70182357484734E-5","8.09840063927713E-5","8.899499021565548E-5","8.737344163676254E-5","7.952483510641766E-5","1.7212437878173475E-4","2.1574603746577718E-4","4.70182357484734E-5","8.09840063927713E-5","8.899499021565548E-5","8.050354755458454E-5","9.833390888298779E-5","2.333028041779898E-4"
"26","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","false","10","3","0","300","true","2235","2","true","240","false","1","0","1","5","0","25","0","20","50","""feasibility""","5","0.0018511078079566008","0.0018280007407073732","-3.7421070455628976E-4","9.654920449028812E-4","0.001305086357471385","0.0018511078079566008","-3.822924967419023E-4","0.0010184637439866193","0.001388681746623583","-3.7421070455628976E-4","9.654920449028812E-4","0.001305086357471385","-1.553105437915948E-4","-2.472138670208558E-4","7.671793229200554E-4"
