"BehaviorSpace results (NetLogo 6.0.2)"
"Model_V13.nlogo"
"Weighting_Capabilities"
"05/26/2019 17:26:53:204 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-15","15","-9","9"
"[run number]","everyone_is_owner","medium_socialnetwork_group","technology_heat","subsidies","large_size_community","stop_and_report","number_households","radius_socialnetwork","feasibility_constraint","initial_size_of_community","energylabels_higher","community_model","report_time","companies_utility_sector","weighting_capabilities","large_socialnetwork_group","renovations_cheaper","technologies_more_sustainable","range_inclusiveness","medium_size_community","Type_of_visualization","[step]","covariance_cap_sec_aff","covariance_cap_sec_sus","covariance_cap_sec_aut","covariance_cap_sec_com","covariance_cap_sec_inc","covariance_cap_aff_sus","covariance_cap_aff_aut","covariance_cap_aff_com","covariance_cap_aff_inc","covariance_cap_sus_aut","covariance_cap_sus_com","covariance_cap_sus_inc","covariance_cap_aut_com","covariance_cap_aut_inc","covariance_cap_com_inc"
"38","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.9011489305620233E-4","1.7623497106403224E-4","1.0560084881061884E-4","1.677268458044096E-4","1.7016250519245838E-4","1.9011489305620233E-4","1.2842264362466664E-4","2.6208362319348697E-4","2.9748409731293927E-4","1.0560084881061884E-4","1.677268458044096E-4","1.7016250519245838E-4","1.172119374002204E-4","1.2541977588597376E-4","2.9317998688747665E-4"
"35","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","5.6345476596816845E-5","4.536832675204851E-5","2.766808969232306E-5","4.947224599492541E-5","5.507759910714763E-5","5.6345476596816845E-5","4.063992223684798E-5","1.1781251094795524E-4","1.5257904632257101E-4","2.766808969232306E-5","4.947224599492541E-5","5.507759910714763E-5","3.648484302508969E-5","4.30244216560158E-5","1.4548894193955236E-4"
"37","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.0086855168908642E-4","1.0431628872239654E-4","5.162708164074561E-5","8.323782545664458E-5","7.548875843096824E-5","1.0086855168908642E-4","5.803690672740774E-5","1.1256861413761184E-4","1.178347544126849E-4","5.162708164074561E-5","8.323782545664458E-5","7.548875843096824E-5","5.118777321230811E-5","5.132679486687728E-5","1.1544358195409947E-4"
"35","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","4.691814015718371E-5","3.659494817550786E-5","2.249481588250122E-5","4.132946964350979E-5","4.6564469067960164E-5","4.691814015718371E-5","3.472204844515409E-5","1.0499360222345714E-4","1.3741122772247522E-4","2.249481588250122E-5","4.132946964350979E-5","4.6564469067960164E-5","3.128988183715454E-5","3.742240506350232E-5","1.3098842728138715E-4"
"37","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","7.52051542556482E-5","7.155166517357408E-5","3.639030829998252E-5","6.441985429418439E-5","6.184239281847497E-5","7.52051542556482E-5","4.651108475260595E-5","1.1044436325579769E-4","1.242186287904939E-4","3.639030829998252E-5","6.441985429418439E-5","6.184239281847497E-5","4.2896521733811784E-5","4.553237230444001E-5","1.2818074594571162E-4"
"38","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","0.0020337088586266433","0.0022481970281618933","-4.94116325535429E-4","9.723619389850622E-4","0.0011460945202668555","0.0020337088586266433","-4.196229621511609E-4","9.449023817745913E-4","0.001122538691116682","-4.94116325535429E-4","9.723619389850622E-4","0.0011460945202668555","-1.498542218930574E-4","-1.8998143226786344E-4","6.125182882986577E-4"
"39","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.4194110931495008E-4","1.457558635163241E-4","7.947589948400679E-5","1.1680321373578376E-4","1.1302460516459883E-4","1.4194110931495008E-4","8.380225337419662E-5","1.7759182241262444E-4","2.062525267185702E-4","7.947589948400679E-5","1.1680321373578376E-4","1.1302460516459883E-4","7.095109162583887E-5","7.256930368502403E-5","1.9960729163017327E-4"
"37","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","5.998561960005177E-5","5.4567111591569936E-5","2.8180245467755485E-5","5.23324775160279E-5","5.156424385287951E-5","5.998561960005177E-5","3.840222968490523E-5","9.876265166567306E-5","1.137119282247864E-4","2.8180245467755485E-5","5.23324775160279E-5","5.156424385287951E-5","3.611949411688233E-5","3.924080830526564E-5","1.1918382054862407E-4"
"36","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.00255483653555811","0.0026449659424750624","-7.691912443051137E-4","0.0012156509466540527","0.0015906891080982332","0.00255483653555811","-7.427281943145868E-4","0.0012309388799636926","0.0016269604138618987","-7.691912443051137E-4","0.0012156509466540527","0.0015906891080982332","-3.145904338644007E-4","-4.464296736717727E-4","8.30262901070521E-4"
"38","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","1.0283431788469026E-4","9.887359094601963E-5","5.4638290678708914E-5","8.70164340278294E-5","8.800070734217829E-5","1.0283431788469026E-4","6.384059740014815E-5","1.6247738812788428E-4","1.9846731406270826E-4","5.4638290678708914E-5","8.70164340278294E-5","8.800070734217829E-5","5.618699191060968E-5","6.066905005391556E-5","2.0102531250677737E-4"
"37","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","4.9898764431143144E-5","4.413548271933029E-5","2.3017537303680782E-5","4.4008694970363446E-5","4.4015368009782686E-5","4.9898764431143144E-5","3.259853901216392E-5","8.750579025191193E-5","1.0192845278351801E-4","2.3017537303680782E-5","4.4008694970363446E-5","4.4015368009782686E-5","3.100071679565089E-5","3.4108128818577095E-5","1.0763946235321414E-4"
"36","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.0025929651706268235","0.002627342445368659","-8.279417955259843E-4","0.0012319231532780454","0.0016624810026909023","0.0025929651706268235","-8.224550742256563E-4","0.0012632908872417543","0.0017202650753691928","-8.279417955259843E-4","0.0012319231532780454","0.0016624810026909023","-3.5951222306198E-4","-5.192469919885547E-4","8.620098861078982E-4"
"39","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0019684915761218405","0.0022547933276278864","-1.622516169609833E-4","0.0010136705553803896","0.0011452236886226347","0.0019684915761218405","-1.283903906009013E-4","9.444552881334918E-4","0.0010849094218311711","-1.622516169609833E-4","0.0010136705553803896","0.0011452236886226347","-4.624916795544782E-5","-5.507926736705863E-5","6.201472406147876E-4"
"39","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.3030777726061692E-4","1.372811034537982E-4","7.185195194743868E-5","1.0745261724947308E-4","1.0164707295467103E-4","1.3030777726061692E-4","7.767047159666643E-5","1.59413350861184E-4","1.79093256281972E-4","7.185195194743868E-5","1.0745261724947308E-4","1.0164707295467103E-4","6.77925196340242E-5","6.982223579073134E-5","1.8035557290545793E-4"
"40","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.00290536795973486","0.0029668416671254413","-4.873620974699251E-4","0.001506747276982853","0.0019776486544650154","0.00290536795973486","-5.11790982610785E-4","0.0015516284718572809","0.002082335296875171","-4.873620974699251E-4","0.001506747276982853","0.0019776486544650154","-2.509229647647714E-4","-3.704070720872943E-4","0.0011311802771646925"
"39","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","9.424277963232622E-5","9.303468145412195E-5","4.967521761059344E-5","8.021410446976864E-5","7.969277326513455E-5","9.424277963232622E-5","6.04169574536264E-5","1.4804415995052923E-4","1.774694833566035E-4","4.967521761059344E-5","8.021410446976864E-5","7.969277326513455E-5","5.524720552572162E-5","6.05244675331618E-5","1.8782937705508768E-4"
"42","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.237181508340473E-4","1.1350840052249848E-4","6.516222992958763E-5","1.0675194811044514E-4","1.1801270213053416E-4","1.237181508340473E-4","7.631732749220516E-5","1.6772684580441385E-4","2.047955797786942E-4","6.516222992958763E-5","1.0675194811044514E-4","1.1801270213053416E-4","6.745330679688376E-5","7.689565757521043E-5","1.9975743501710855E-4"
"40","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.2153829129040819E-4","1.1537685155990544E-4","6.350509180711974E-5","1.0550075321932417E-4","1.1093928034606353E-4","1.2153829129040819E-4","7.586504370933888E-5","1.6095371079381278E-4","1.8862458091922722E-4","6.350509180711974E-5","1.0550075321932417E-4","1.1093928034606353E-4","6.806500207698533E-5","7.546095410005706E-5","1.814232592125483E-4"
"41","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","9.018612775200332E-5","7.718621283325546E-5","4.494014005597926E-5","7.965523741840115E-5","9.087845559175661E-5","9.018612775200332E-5","5.8507726730884774E-5","1.550258274429861E-4","1.9865638351292158E-4","4.494014005597926E-5","7.965523741840115E-5","9.087845559175661E-5","5.337041318904437E-5","6.334382668782537E-5","2.0158417955814547E-4"
"42","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","9.001096046724866E-5","7.862091630840719E-5","4.473716844030475E-5","8.128179077685819E-5","8.845947880225579E-5","9.001096046724866E-5","6.324187747447337E-5","1.6506597133596302E-4","2.0225426393317186E-4","4.473716844030475E-5","8.128179077685819E-5","8.845947880225579E-5","6.080807170848396E-5","7.074533957707725E-5","2.1416285886354813E-4"
"39","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0016709741136118198","0.00195730923031495","-2.8004911357024223E-4","8.023512454393952E-4","9.16059837144473E-4","0.0016709741136118198","-2.2370586131987836E-4","7.402786327609483E-4","8.590837583225249E-4","-2.8004911357024223E-4","8.023512454393952E-4","9.16059837144473E-4","-8.333124800855983E-5","-9.855411918387178E-5","4.7757108038176525E-4"
"42","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.6462388247443437E-4","1.737659464788875E-4","1.0850362095801118E-4","1.4113478371845041E-4","1.3072484222432444E-4","1.6462388247443437E-4","1.1574386872797314E-4","2.2001010965472636E-4","2.4766985804777736E-4","1.0850362095801118E-4","1.4113478371845041E-4","1.3072484222432444E-4","1.0399931934998162E-4","1.043997017151438E-4","2.579463387535094E-4"
"41","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0016840933091101932","0.001971592871191987","-2.777686023486846E-4","8.048711519501111E-4","9.019163300952413E-4","0.0016840933091101932","-2.1921268144420162E-4","7.456604390526256E-4","8.532448488306312E-4","-2.777686023486846E-4","8.048711519501111E-4","9.019163300952413E-4","-8.124925970972929E-5","-8.819422548538319E-5","4.7582441231376014E-4"
"40","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0016222709354099898","0.0018733290292229103","-3.0027009127059763E-4","7.864936013893283E-4","8.866967954396444E-4","0.0016222709354099898","-2.3862788963468506E-4","7.455219734846832E-4","8.54666206226951E-4","-3.0027009127059763E-4","7.864936013893283E-4","8.866967954396444E-4","-8.788392915237914E-5","-9.787680568280316E-5","4.886666766762261E-4"
"39","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.0024394763665967585","0.002572531767838284","-5.941807759745662E-4","0.0011768088524540948","0.0015488591604982745","0.0024394763665967585","-5.844084804693886E-4","0.0011781695964090135","0.001581105511318861","-5.941807759745662E-4","0.0011768088524540948","0.0015488591604982745","-2.6334927633676056E-4","-3.7887738345686594E-4","8.156656273407778E-4"
"42","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","0.002407143266263717","0.0027175285731206623","-2.2434758527741083E-4","0.0012751177374392543","0.0014564575836590599","0.002407143266263717","-1.848209484503295E-4","0.0011895693720836724","0.0013742679814778655","-2.2434758527741083E-4","0.0012751177374392543","0.0014564575836590599","-6.53457385136737E-5","-8.654932126854524E-5","7.935578477445957E-4"
"43","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.002444751404257725","0.002597916009789347","-5.867436735417185E-4","0.0011930243382430217","0.001528009248832634","0.002444751404257725","-5.673410699812333E-4","0.0011869946910410527","0.001549784488631083","-5.867436735417185E-4","0.0011930243382430217","0.001528009248832634","-2.6112381769040653E-4","-3.585935679686089E-4","8.145612393168813E-4"
"40","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.00235241322129301","0.002466323672440517","-6.190222773861606E-4","0.0011496746059153175","0.0014707579071346463","0.00235241322129301","-6.037410171159289E-4","0.0011636579600184903","0.001513538762851862","-6.190222773861606E-4","0.0011496746059153175","0.0014707579071346463","-2.7405728025826795E-4","-3.7636387194223413E-4","8.004711165830035E-4"
"44","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0031860760359476584","0.0032089045038011287","-5.619366495004485E-4","0.0016760806570274606","0.0021946358772627853","0.0031860760359476584","-6.028924289364735E-4","0.00174099598449853","0.002330675795384594","-5.619366495004485E-4","0.0016760806570274606","0.0021946358772627853","-2.910279316748388E-4","-4.355659654971686E-4","0.001272820543619156"
"45","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.003285244074758058","0.0031915279091532397","-6.595098318896316E-4","0.0017247271143942457","0.00234359813622009","0.003285244074758058","-7.299281925351637E-4","0.0018455002304979043","0.0025578605345883123","-6.595098318896316E-4","0.0017247271143942457","0.00234359813622009","-3.618989468276475E-4","-5.461348921554712E-4","0.0013796709190610364"
"44","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.3114190718803437E-4","1.181628455174691E-4","6.656356820764502E-5","1.085286448558372E-4","1.1390878288765829E-4","1.3114190718803437E-4","8.313494943227334E-5","1.6598073382302557E-4","1.9473041198789622E-4","6.656356820764502E-5","1.085286448558372E-4","1.1390878288765829E-4","7.111791761132575E-5","7.914224751304972E-5","1.7825356548837516E-4"
"45","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.0784743874844727E-4","1.064182961394798E-4","5.063724746021515E-5","8.669946465541305E-5","9.122044886199646E-5","1.0784743874844727E-4","5.633528167548248E-5","1.262316623486522E-4","1.4863083133280866E-4","5.063724746021515E-5","8.669946465541305E-5","9.122044886199646E-5","4.7734475312814485E-5","5.2894959130415734E-5","1.4687359761905987E-4"
"43","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","9.769329709873141E-5","8.088974971097385E-5","4.665288684027076E-5","8.3467211186683E-5","9.166253772352603E-5","9.769329709873141E-5","6.647830159284543E-5","1.6461276074206715E-4","2.06152431127286E-4","4.665288684027076E-5","8.3467211186683E-5","9.166253772352603E-5","5.938170953261103E-5","6.96943358685415E-5","2.014840839668552E-4"
"45","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.315589721517398E-4","1.2463569375420144E-4","7.6139379774346E-5","1.1671980074304302E-4","1.1761231976537665E-4","1.315589721517398E-4","9.306665643466936E-5","1.749504109758185E-4","2.0092521691549226E-4","7.6139379774346E-5","1.1671980074304302E-4","1.1761231976537665E-4","8.579860433380126E-5","9.335582147617275E-5","1.9778888838841162E-4"
"44","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","7.871962168315045E-5","7.236911250243975E-5","3.5211404669238425E-5","6.522896032377607E-5","7.140152178663945E-5","7.871962168315045E-5","4.452029465917967E-5","1.1975325324573717E-4","1.4982085669592042E-4","3.5211404669238425E-5","6.522896032377607E-5","7.140152178663945E-5","3.940707820413257E-5","4.607177632417135E-5","1.531712785710357E-4"
"46","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.001952654785319982","0.00222265763804433","-1.6736983819557483E-4","0.0010081077428944632","0.0011410196737884682","0.001952654785319982","-1.260492659379412E-4","9.453744993135134E-4","0.001086724488553239","-1.6736983819557483E-4","0.0010081077428944632","0.0011410196737884682","-4.396198369446721E-5","-4.8092595095026066E-5","6.200521498030623E-4"
"45","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","9.714555177972802E-5","8.479347777127118E-5","5.299783515479207E-5","8.837189515987759E-5","9.300548690666278E-5","9.714555177972802E-5","7.445073007685296E-5","1.75158943457669E-4","2.148607475694846E-4","5.299783515479207E-5","8.837189515987759E-5","9.300548690666278E-5","7.107621111494829E-5","8.142220264797489E-5","2.223623560500279E-4"
"46","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.4480495539907702E-4","1.7002904440407323E-4","7.162395643394752E-5","1.0626815275254528E-4","9.202121359231372E-5","1.4480495539907702E-4","6.601860332172802E-5","1.4760763195518925E-4","1.6162101473574542E-4","7.162395643394752E-5","1.0626815275254528E-4","9.202121359231372E-5","5.10709950224676E-5","4.7956909960122376E-5","1.620881274950913E-4"
"44","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0017159654136366818","0.0020186428038777033","-2.3890648903045883E-4","8.282384677366895E-4","9.204440240429615E-4","0.0017159654136366818","-1.9040072157807975E-4","7.471618729219706E-4","8.435822877514653E-4","-2.3890648903045883E-4","8.282384677366895E-4","9.204440240429615E-4","-7.570229569242465E-5","-8.253215153809455E-5","4.587981522353856E-4"
"43","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.0028973347324472696","0.00293118761750805","-5.354102056354249E-4","0.001506138362135838","0.0019560914006209263","0.0028973347324472696","-5.657810616547757E-4","0.0015664759845652634","0.0020774617537526185","-5.354102056354249E-4","0.001506138362135838","0.0019560914006209263","-2.787995869389371E-4","-4.017592356256817E-4","0.0011290782697476087"
"45","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0018259821462830248","0.0020703121481014343","-2.134721992837689E-4","9.279011455940417E-4","0.001060227517279","0.0018259821462830248","-1.6538238462185994E-4","8.841059878850934E-4","0.0010264502599982937","-2.134721992837689E-4","9.279011455940417E-4","0.001060227517279","-5.5417924117582575E-5","-6.391770807793773E-5","5.920504081397731E-4"
"46","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","1.0477784061556854E-4","1.1536016896135854E-4","4.894674414065249E-5","8.046017279835576E-5","7.455453291226433E-5","1.0477784061556854E-4","4.892820792004453E-5","1.3787611613535791E-4","1.6196578843907493E-4","4.894674414065249E-5","8.046017279835576E-5","7.455453291226433E-5","3.978243667146408E-5","3.984916706565709E-5","1.7131360449229032E-4"
"44","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.0025225201178236136","0.002662576093502628","-5.8094369011309E-4","0.0012319465089160155","0.0015948230560184976","0.0025225201178236136","-5.801236477133261E-4","0.0012225642154924524","0.0016169842199300192","-5.8094369011309E-4","0.0012319465089160155","0.0015948230560184976","-2.7241015169493304E-4","-3.854481029383906E-4","8.335760651422112E-4"
"47","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.002674650958331856","0.0027264988063600707","-5.32905591506724E-4","0.0013811239733945908","0.001788758264142254","0.002674650958331856","-5.430274801325761E-4","0.0014318084882173497","0.0018879518829370806","-5.32905591506724E-4","0.0013811239733945908","0.001788758264142254","-2.6047875721322227E-4","-3.693860970561312E-4","0.0010350451347703716"
"47","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0018086539311709202","0.0021179626543348902","-2.4136383579663443E-4","8.968214644985955E-4","0.0010141435070492302","0.0018086539311709202","-2.0012445218526542E-4","8.157890785700301E-4","9.37545355814797E-4","-2.4136383579663443E-4","8.968214644985955E-4","0.0010141435070492302","-8.466418763257047E-5","-1.012800557866644E-4","5.230495122842305E-4"
"49","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.2848937401885638E-4","1.375313424320216E-4","7.480477189048951E-5","1.0454984510207147E-4","1.0409941494126878E-4","1.2848937401885638E-4","7.994671948748582E-5","1.639955045957851E-4","1.945747077347866E-4","7.480477189048951E-5","1.0454984510207147E-4","1.0409941494126878E-4","6.906039712370021E-5","7.451560684898937E-5","1.9710490184793105E-4"
"46","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","5","0.002640185821904344","0.00277780613819531","-5.778852137125923E-4","0.0013379377305326587","0.0017432381257434161","0.002640185821904344","-5.838998465758537E-4","0.00133600922214047","0.0017764275994685912","-5.778852137125923E-4","0.0013379377305326587","0.0017432381257434161","-2.881018038894604E-4","-4.120067998272732E-4","9.521493025839671E-4"
"49","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","2.270168010449967E-4","2.252818107959761E-4","1.1660024212011392E-4","2.0225982479934963E-4","1.9952387863743146E-4","2.270168010449967E-4","1.2665428817854442E-4","2.673052765390947E-4","2.9237922215716024E-4","1.1660024212011392E-4","2.0225982479934963E-4","1.9952387863743146E-4","1.1751778504026997E-4","1.217273607406195E-4","3.071266392738392E-4"
"50","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","0.0013748073854975768","0.0014542387980521392","1.3428379658124702E-4","8.775964379315575E-4","9.887776159565717E-4","0.0013748073854975768","1.3316420885645528E-4","8.737038316036194E-4","9.995656963511209E-4","1.3428379658124702E-4","8.775964379315575E-4","9.887776159565717E-4","9.609176763806994E-5","1.0663516992058048E-4","6.765294189284097E-4"
"49","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","2","1.7011801826299523E-4","1.6202139710089761E-4","7.831923931799335E-5","1.4563908532648685E-4","1.548812449222345E-4","1.7011801826299523E-4","8.911102695667185E-5","1.9877316170275797E-4","2.2929675617992812E-4","7.831923931799335E-5","1.4563908532648685E-4","1.548812449222345E-4","7.964272546949399E-5","8.830655498223602E-5","2.2881852168821264E-4"
"48","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","3","0.0026454708691244556","0.0028984179891796626","-3.8225950226927205E-4","0.0014170866510851172","0.0017006407786102397","0.0026454708691244556","-3.330254467091602E-4","0.0013418926185618362","0.0016176003639030842","-3.8225950226927205E-4","0.0014170866510851172","0.0017006407786102397","-1.362745866747931E-4","-1.8123418976242553E-4","9.361607001352953E-4"
"50","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","1","25","0","0","20","50","""communities""","4","0.0024780398614009445","0.0024278586049677454","-4.0415930547017646E-4","0.00139263997117247","0.0018427898643204274","0.0024780398614009445","-4.4643857105770005E-4","0.001450003086280719","0.00194126724355091","-4.0415930547017646E-4","0.00139263997117247","0.0018427898643204274","-2.0523099560086449E-4","-3.3580068965871564E-4","0.001112232181733556"
